foreign,body_fore
478,'สำนักข่าวเอพีรายงานจากเมืองดอ๊คแลนด์ ประเทศสหรัฐอเมริกา เมื่อวันที่ 2 มีค ว่า สำนักงานตำรวจตรวจคนเข้าเมืองและศุลกากรสหรัฐ ไอซีอี เผยว่า เจ้าหน้าที่จับกุมประชาชนรวม 232 คน ระหว่างวันที่ 25  28 กพ ที่ผ่านมา และการจับกุมจะมีขึ้นอีกในเขตรัฐแคลิฟอร์เนีย ที่ซึ่งเจ้าหน้าที่มลรัฐจำกัดความร่วมมือกับเจ้าหน้าที่ตรวจคนเข้าเมืองของรัฐบาลกลาง รัฐบาลของประธานาธิบดีโดนัลด์ ทรัมป์ กวาดล้างกลุ่มผู้ลักลอบอยู่อาศัยในสหรัฐโดยผิดกฎหมาย ตามนโยบายที่เรียกว่า ที่หลบภัย โดยกล่าวย้ำให้เจ้าหน้าที่ตำรวจท้องถิ่นแจ้งให้เจ้าหน้าที่รัฐบาลกลางทราบ เมื่อใกล้จะปล่อยตัวผู้อพยพที่พบว่าอยู่อาศัยในประเทศโดยผิดกฎหมาย นางลิบบี ชวาฟ นายกเทศมนตรีเมืองโอ๊คแลนด์ ทวีตข้อความเมื่อวันที่ 24 กพ ว่า ปฏิบัติการตรวจคนเข้าเมืองกำลังจะเริ่มขึ้น ซึ่งอาจจะภายใน 24 ชั่วโมง ในพื้นที่ซานฟรานซิสโก รวมถึงเมืองโอ๊คแลนด์ ยังไม่แน่ชัดว่ามีประชาชนหลบหนีไปมากน้อยเท่าใด จากการแจ้งเตือนของชวาฟ แต่นายโธมัส โฮแมน รักษาการผู้อำนวยการไอซีอี กล่าวว่า การเตือนของชวาฟทำให้ อาชญากร ประมาณ 800 คนหลบหนีการจับกุม ซึ่งนับว่าเป็นจำนวนที่พลาดเป้าหมายสูงมาก แถลงการณ์ของไอซีอี กล่าวว่า ประชาชนกว่า 100 คนที่ถูกจับกุมมีประวัติอาชญากรรม รวมถึง ก่ออาชญากรรมทางเพศต่อเด็ก ครอบครองอาวุธ และทำร้ายร่างกายคลิปประกอบ  CBS SF Bay Area                                                                  5'
479,'สำนักข่าวเอเอฟพีรายงานจากกรุงโตเกียว ประเทศญี่ปุ่น เมื่อวันที่ 2 มีค ว่า ตัวเลขอัตราวางงาน ซึ่งต่ำสุดนับตั้งแต่เดือน เมย 2536 เมื่ออัตราอยู่ที่ 23 % มีขึ้นขณะที่เศรษฐกิจญี่ปุ่นขยายตัว 8 ไตรมาสติดต่อกัน ยาวนานที่สุดนับตั้งแต่ช่วงเศรษฐกิจ ฟองสบู่ ปลายคริสต์ทศวรรษ 1980 รัฐบาลและธนาคารกลางญี่ปุ่นกำลังคาดหวังให้เกิด วงจรประเสริฐ virtuous cycle การฟื้นตัวของเศรษฐกิจที่มีการส่งออกเป็นตัวนำ ช่วยกระตุ้นการสร้างงาน รายได้ในครัวเรือน และอุปสงค์ภายในประเทศ ที่ครองส่วนแบ่งประมาณ 60 % ของเศรษฐกิจประเทศ อย่างไรก็ตาม อดีตประเทศมหาอำนาจทางเศรษฐกิจยังคงต้อสู้กับความกลัวภาวะเงินฝืด ไม่สามารถบรรลุเป้าหมายอัตราเงินเฟ้อที่ 20 % ตามที่ธนาคารกลางกำหนดไว้ ซึ่งคิดว่าสำคัญอย่างยิ่งต่อการกระตุ้นเศรษฐกิจ กลุ่มผู้เชี่ยวชาญกล่าวว่า การกระตุ้นอุปสงค์ภายในประเทศ เป็นหัวใจหลักของการออกจากภาวะเงินฝืด ซึ่งจะต้องเพิ่มเงินเดือนให้คนงาน และขจัดความกลัวเกี่ยวกับค่าใช้จ่ายสวัสดิการสังคมเพิ่มพูน ในสังคมที่มีจำนวนผู้สูงวัยเพิ่มขึ้นอย่างรวดเร็ว ตัวเลขว่างงานล่าสุดถือเป็นข่าวดีสำหรับนายกรัฐมนตรีชินโซ อาเบะ 1 วันหลังจากเขาต้องยอมเสียหน้ากลับลำ นโยบายเศรษฐกิจสำคัญที่เกี่ยวกับการปฏิรูปตลาดแรงงานคลิปประกอบ  efeinternational                                                                  5'
480,'สำนักข่าวต่างประเทศรายงานจากกรุงลอนดอน ประเทศอังกฤษ เมื่อวันที่ 2 มีคว่า พระตำหนักเคนซิงตัน แถลงว่า เจ้าชายแฮร์รี และนางสาวเมแกน มาร์เคิล พระคู่หมั้น จะเชิญประชาชนกว่า 2500 คน มาร่วมพิธีเสกสมรส ที่จะจัดขึ้นในวันที่ 19 พฤษภาคม ณ พระตำหนักวินด์เซอร์ของสมเด็จพระราชินีนาถเอลิซาเบธที่ 2 คาดว่า พิธีเสกสมรสระหว่างเจ้าชายแฮร์รี และพระคู่หมั้นชาวอเมริกันจะได้รับความสนใจจากผู้คนทั่วโลกพระตำหนักเคนซิงตัน แถลงต่อไปว่า เจ้าชายแฮร์รี และนางสาวเมแกน มาร์เคิล จะเชิญประชาชนจำนวน 2640 คนมายังพระตำหนักวินด์เซอร์ เพื่อร่วมพิธีเสกสมรส และได้ชมขบวนรถม้า สำหรับแขกจำนวน 2640 คน จะประกอบด้วยผู้คนที่มาจากองค์กรการกุศลต่างๆ ที่อยู่ภายใต้การสนับสนุนของเจ้าชายแฮร์รี และนางสาวเมแกน มาร์เคิล รวมถึงนักเรียนและสมาชิกชุมชนท้องถิ่นส่วนแขกอีก 1200 คนมาจากทั่วประเทศ โดยเลือกจากประวัติและอายุ ซึ่งเจ้าชายแฮร์รี และพระคู่หมั้นต้องการให้วันเสกสมรสเป็นวันที่ประชาชนรู้สึกเป็นส่วนหนึ่งของพิธี และต้องการให้พิธีเสกสมรส เหมือนการแต่งงานของคนทั่วไป สร้างความสนุกสนาน และสะท้อนให้เห็นถึงผู้ที่เป็นเจ้าบ่าวและเจ้าสาว                                                                  5'
481,'สำนักข่าวเอเอฟพีรายงานจากกรุงปารีส ประเทศฝรั่งเศส เมื่อวันที่ 2 มีค ว่า รายงานผลการสำรวจของคณะนักวิทยาศตร์ ตีพิมพ์เผยแพร่ลงในวารสาร Scientific Reports กล่าวว่า ห่างออกไปเพียง 160 กม ทางฟากตะวันตกของแอนตาร์กติก ประชากรเพนกวินอาเดลีกำลังลดลง อันเนื่องจากน้ำแข็งในทะเลละลาย ผลพวงจากภาวะโลกร้อนขึ้น การสำรวจสำมะโนประชากรแบบครอบคลุมเป็นครั้งแรก เผยให้เห็นหมู่เกาะแดนเจอร์เป็นที่อยู่อาศัยของเพนกวินอาเดลีวัยผสมพันธุ์กว่า 750000 คู่ มากกว่าภูมิภาคคาบสมุทรแอนตาร์กติกส่วนที่เหลือรวมกัรนทั้งหมด และเป็นอาณษจักรเพนกวินอาเดลีขนาดใหญ่อันดับ 3 หรือ 4 ของโลก ฮีเธอร์ ลินช์ นักวิจัยของมหาวิทยาลัยสโตนี บรูค ในรัฐนิวยอร์ก สหรัฐอเมริกา ผู้ร่วมเขียนรายงาน กล่าวว่า การค้นพบเป็นเรื่องที่น่าประหลาดใจอย่างยิ่ง หมู่เกาะแดนเจอร์ตั้งอยู่ตรงจุดปลายสุดของแอนตาร์กติก ส่วนที่ใกล้สุดกับทวีปอเมริกาใต้ แทบไม่เคยมีมนุษย์เดินทางไปเยือน การค้นพบครั้งใหม่เกิดจากการสำรวจด้วยดาวเทียมสังเกตการณ์โลกแลนด์แซท ขององค์การนาซาสหรัฐ โดยคณะนักวิทยาศาสตร์จากสหรัฐ อังกฤษ และฝรั่งเศสคลิปประกอบ  CBS News  5'
482,'สำนักข่าวเอเอฟพีและรอยเตอร์รายงานจากกรุงวากาดูกู ประเทศบูร์กินาฟาโซ เมื่อวันที่ 2 มีค ว่า นายเรมี แดนจินู โฆษกรัฐบาลบูร์กินาฟาโซ ประเทศทางตะวันตกเฉียงเหนือของทวีปแอฟริกา เผยว่า คนร้ายเสียชีวิต 9 คน และเจ้าหน้าที่เสียชีวิต 7 คน ในกรุงวากาดูกู เมื่อวันศุกร์ เมื่อกองกำลังไม่ทราบฝ่ายบุกโจมตีสถานทูตฝรั่งเศส และกองบัญชาการกองทัพ โดยการยิงปะทะที่กองบัญชาการกองทัพทำให้ฝ่ายคนร้ายเสียชีวิต 5 คน และทหาร 5 นาย ส่วนที่สถานทูตฝรั่งเศสกลุ่มคนร้ายเสียชีวิต 4 คน ทหาร 2 นาย พออามาโด คาฟานโด เจ้ากรมทหารเสนารักษ์กองทัพบกเผยว่า มีผู้ได้รับบาดเจ็บกว่า 90 คนเข้ารับการรักษาที่โรงพยาบาล แต่แหล่งข่าวด้านความมั่นคง 3 รายของบูร์กินาฟาโซ กล่าวว่า เฉพาะที่กองบัญชาการกองทัพแห่งเดียวมีผู้เสียชีวิตอย่างน้อย 28 ราย เบื้องต้นยังไม่มีกลุ่มใดออกประกาศแสดงความรับผิดชอบต่อเหตุการณ์ ซึ่งเป็นการโจมตีครั้งใหญ่ในกรุงวากาดูกูเป็นครั้งที่ 3 ในระยะเวลากว่า 2 ปี โดยการโจมตีก่อนหน้านี้เป็นฝีมือของกลุ่มติดอาวุธแนวร่วมกลุ่มอัลกออิดะห์ เพื่อแก้เค้นที่กองทัพบูร์กินาฟาโซส่งทหารเข้าร่วมกองกำลังภูมิภาค เพื่อปราบปรามกลุ่มหัวรุนแรงทางศาสนาคลิปประกอบ  Wochit News                                                                  5'
483,'สำนักข่าวเอเอฟพีรายงานจากกรุงปารีส ประเทศฝรั่งเศส เมื่อวันที่ 2 มีค ว่า พ่อค้าเพชรชาวอินเดีย 2 คนกำลังกลับจากการพบปะทางธุรกิจ และถูกโจมตีเมื่อบ่ายวันจันทร์ 26 กพ โดยชาย 2 คน จากการเปิดเผยของแหล่งข่าว ซึ่งเป็นการยืนยันรายงานของนิตยสาร เลอ ปวง ก่อนหน้านี้ เหตุเกิดที่บริเวณทางเข้าสถานีรถไฟใต้ดิน ในเขต 9 ใจกลางกรุงปารีส ซึ่งเป็นย่านธุรกิจค้าขายอัญมณี แหล่งข่าวเผยอีกว่า ถุงบรรจุอัญมณีหลายชนิด แต่ไม่มีเพชร ถูกคนร้ายชิงไป และการตรวจสอบเบื้องต้นของตำรวจพบเบาะแสบ่งชี้ว่า กลุ่มคนร้ายมีการวางแผนไว้ก่อนลงมือ เมืองหลวงของฝรั่งเศสเกิดเหตุปล้นจี้ชิงเพชรพลอยมูลค่าสูงหลายครั้ง ในระยะหลายปีที่ผ่านมา ครั้งล่าสุดคือการปล้นที่โรงแรมริตซ์ ในเดือน มคโดยกลุ่มคนร้ายที่มีขวานและปืนพกเป็นอาวุธ บุกเข้าไปในโรงแรมหรูระดับ 5 ดาว และทุบกระจกร้านจีเวลรี่ ที่ชั้นล่างของโรงแรม แต่ถูกประตูล็อคขังไว้ขณะพยายามหลบหนี เหตุการณ์นี้ชาย 3 คนถูกตั้งข้อหาปล้นทรัพย์ เดือน ตค 2559 คิม คาร์เดเชียน ดาราสาวเรียลลิตีทีวีชาวอเมริกัน ถูกคนร้ายบุกใช้ปืนจี้และจับร่างมัด ภายในห้องพักหรู ในระหว่างที่เธอเดินทางไปร่วมงาน ปารีส แฟชั่น วีค กลุ่มคนร้ายหลบหนีไปพร้อมกับเครื่องเพชรรวมมูลค่าอย่างน้อย 9 ล้านยูโร 345 ล้านบาท รวมถึงแหวนเพชรวงหนึ่งมูลค่า 4 ล้านดอลลาร์สหรัฐ 126 ล้านบาท                                                                   5'
484,'สำนักข่าวต่างประเทศรายงานจากนครนิวยอร์ก ประเทศสหรัฐอเมริกา เมื่อวันที่ 2 มีค โดยอ้างจากการเปิดเผยของแหล่งข่าวด้านการทูตในคณะมนตรีความมั่นคงแห่งสหประชาชาติ  ยูเอ็นเอสซี  ว่าจีนชะลอการพิจารณาคำร้องของสหรัฐ ที่ต้องการให้ยูเอ็นเอสซีขึ้นบัญชีดำเรือบรรทุกสินค้าของเพิ่มอีก 33 ลำ ในจำนวนนี้ 19 ลำเป็นของเกาหลีเหนือ และบริษัทชิปปิ้ง 27 แห่ง ในจำนวนนี้ 16 แห่งเป็นบริษัทของเกาหลีเหนือ แต่มีบริษัทของจีนและฮ่องกงรวมอยู่ด้วย ตลอดจนการขึ้นบัญชีดำนายจาง หยง หยวน สัญชาติไต้หวัน และบริษัทสองแห่งของนายจาง ซึ่งทำหน้าที่เป็นนายหน้าเรื่องการส่งออกถ่านหินและการจัดซื้อน้ำมันดิบให้กับเกาหลีเหนืออย่างไรก็ตาม แหล่งข่าวเปิดเผยด้วยว่าจีนปฏิเสธให้เหตุผลอย่างชัดเจน ว่าเพราะเหตุใดจึงต้องการเลื่อนพิจารณาคำร้องของสหรัฐออกไปก่อน แต่ในทางทฤษฎีถือว่าสมาชิกยูเอ็นเอสซีประเทศใดก็ตามสามารถใช้สิทธิ์ดังกล่าวได้ ในกรณีที่ต้องการข้อมูลเพิ่มเติมจากประเทศผู้ยื่นคำร้อง เพื่อการอนุมัติหรือยกเลิกคำร้องนั้นในอนาคต ขณะที่การลงมติคว่ำบาตรเกาหลีเหนือโดยคณะกรรมการเฉพาะของยูเอ็นเอสซีต้องเป็นมติเอกฉันท์เท่านั้น และจีนเป็น 1 ใน 5 สมาชิกถาวรที่มีอำนาจวีโต้ทั้งนี้ การยื่นคำร้องดังกล่าวของสหรัฐต่อยูเอ็นเอสซีมีขึ้นเมื่อสัปดาห์ที่แล้ว ในช่วงเวลาเดียวกับที่กระทรวงการคลังในกรุงวอชิงตันประกาศมาตรการคว่ำบาตรฝ่ายเดียวต่อรัฐบาลเปียงยาง และมีเนื้อหาส่วนใหญ่คล้ายคลึงกัน ซึ่งประธานาธิบดีโดนัลด์ ทรัมป์ กล่าวว่าเป็นมาตรการคว่ำบาตรของสหรัฐที่มีต่อเกาหลีเหนือ ครั้งยิ่งใหญ่ที่สุด                                                                    5'
485,'สำนักข่าวต่างประเทศรายงานจากเมืองแลนซิง รัฐมิชิแกน ประเทศสหรัฐอเมริกา เมื่อวันที่ 2 มีค ว่าสำนักงานตำรวจเมืองเมาต์ เพลแซนต์ ทางตอนกลางของรัฐมิชิแกน ออกแถลงการณ์เมื่อวันศุกร์ ว่าเกิดเหตุมีผู้ถูกยิงเสียชีวิต 2 คนภายในบริเวณหอพักนักศึกษาของมหาวิทยาลัยเซ็นทรัลมิชิแกน  ซีเอ็มยู  เมื่อช่วงเช้าของวันศุกร์ตามเวลาท้องถิ่น และเจ้าหน้าที่กำลังเร่งไล่ล่าตัวผู้ต้องสงสัย คือนายเจมส์ อีริก เดวิส จูเนียร์ อายุ 19 ปี ซึ่งเป็นนักศึกษาของซีเอ็มยู และในตอนนี้ถือเป็น บุคคลอันตรายอย่างยิ่งNEW Victims in fatal shooting at Central Michigan University were the suspects parents @WWJ950 reports The suspect remains at large according to police httpstcoe5ktDziHFM pictwittercomIje3mrimEl— CBS News @CBSNews March 2 2018ทั้งนี้ แถลงการณ์ของตำรวจยังไม่มีการเปิดเผยว่าผู้เสียชีวิตทั้งสองคนเป็นใคร แต่ระบุว่าผู้เสียชีวิต ไม่ใช่ทั้งนักศึกษาและบุคลากรของซีเอ็มยู และตั้งสมมติฐานแรงจูงใจของผู้ก่อเหตุว่า เป็นเรื่องภายในครอบครัว พร้อมทั้งยืนยันว่าไม่มีผู้ได้รับบาดเจ็บจากเหตุการณ์นี้อีก ขณะเดียวกันเจ้าหน้าที่เตือนประชาชนซึ่งอาศัยอยู่ในละแวกใกล้เคียงกับมหาวิทยาลัย โดยเฉพาะชุมชนเมาต์ เพลแซนต์ ให้หลีกเลี่ยงการออกนอกเคหะสถานเป็นการชั่วคราวThe CMU Police Department has identified the victims in this mornings campus shooting as James Eric Davis Sr and Diva Jeneen Davis both 47 years old The victims are the father and mother of the suspect who remains at large— Central Michigan U @CMUniversity March 2 2018อย่างไรก็ตาม แถลงการณ์ของซีเอ็มยูอ้างแหล่งข่าวในสำนักงานตำรวจ ว่าผู้เสียชีวิตทั้งสองคนคือ นายเจมส์ เดวิส ซีเนียร์ และนางดีวา เดวิส อายุ 47 ปีเท่ากัน เป็นบิดาและมารดาของผู้ต้องสงสัย โดยครอบครัวเดวิสมีภูมิลำเนาอยู่ที่เมืองชิคาโก ในรัฐอิลลินอยส์ ซึ่งอยู่ใกล้กับรัฐมิชิแกน ขณะที่เหตุสลดใจดังกล่าวเกิดขึ้นในวันที่ผู้ปกครองของนักศึกษาทยอยมารับบุตรหลานของตนกลับบ้านในช่วงปิดภาคเรียนต้นฤดูใบไม้ผลิ และก่อนเกิดเหตุเพียงวันเดียว นายเจมส์ อีริก เดวิส จูเนียร์ เข้ารับการรักษาในโรงพยาบาลด้วยอาการที่ เกี่ยวข้องกับยาเสพติดอนึ่ง กฎหมายของรัฐมิชิแกนอนุญาตการพกอาวุธปืน โดยผู้ถือครองต้องมีใบอนุญาตอย่างชัดเจนและพร้อมแสดงต่อเจ้าหน้าที่ตลอดเวลา แต่ซีเอ็มยูถือเป็นเขตปลอดอาวุธปืน สำหรับข้อมูลโดยสังเขปของซีเอ็มยู ก่อตั้งเมื่อปี 2435 เป็นสถาบันการศึกษาระดับอุดมศึกษาของรัฐ และปัจจุบันมีนักศึกษาเกือบ 30000 คน                                                                  5'
486,'สำนักข่าวต่างประเทศรายงานจากกรุงบรัสเซลส์ ประเทศเบลเยียม เมื่อวันที่ 3 มีค ว่าสืบเนื่องจากการที่ประธานาธิบดีโดนัลด์ ทรัมป์ ประกาศเมื่อวันพฤหัสบดีที่ผ่านมา เตรียมขึ้นภาษีศุลกากรสินค้านำเข้าประเภทเหล็กและอลูมิเนียม 25% และ 10% ตามลำดับ โดยจะมีการเปิดเผยรายระเอียดทั้งหมดในสัปดาห์หน้านั้น นายฌองโคลด ยุงเกอร์ ประธานคณะกรรมาธิการยุโรป  อีซี  กล่าวเมื่อวันศุกร์ ว่าในขณะที่ยุโรปต้องการความสัมพันธ์ที่ สมเหตุสมผล กับสหรัฐ แต่ยุโรปจะเพิกเฉยกับสถานการณ์ที่กำลังจะเกิดขึ้นไม่ได้@JunckerEU to reporters in Hamburg on #Trump #steeltariffs We will not sit idly when European industry and jobs are threatened #EU preparing import duties for US products including HarleyDavidson Bourbon and Levis jeans pictwittercomiFiZJEgBTi— Mina Andreeva @Mina_Andreeva March 2 2018ยุงเกอร์กล่าวต่อไปว่า อีซีกำลังพิจารณามาตรการตอบโต้ ที่รวมถึงการขึ้นภาษีสินค้าของสหรัฐหลายรายการ ตั้งแต่สินค้าของฮาร์ลีย์เดวิดสัน วิสกี้เบอร์เบิน ไปจนถึงผลิตภัณฑ์ของลีวาย ทั้งนี้ ประธานอีซียังไม่ได้กล่าวลงลึกในรายละเอียดมากนัก แต่แหล่งข่าวในอีซีเผยว่า อาจมีการตั้งกำแพงภาษีในอัตราสูงสุด 25% ต่อสินค้าหลากหลายรายการครอบคลุมสินค้าเกษตรและสินค้าอุตสาหกรรมรวมถึงเหล็ก ที่มีมูลค่ารวมประมาณ 3500 ล้านดอลลาร์สหรัฐ  ราว 109900 ล้านบาท  ที่สหรัฐส่งออกมาจำหน่ายในประเทศสมาชิกสหภาพยุโรป  อียู When a country Taxes our products coming in at say 50% and we Tax the same product coming into our country at ZERO not fair or smart We will soon be starting RECIPROCAL TAXES so that we will charge the same thing as they charge us $800 Billion Tre Deficithave no choice— Donald J Trump @realDonaldTrump March 2 2018นายโรแบร์โต อาเซเวโด เลขาธิการองค์การการค้าโลก  ดับเบิลยูทีโอ ขณะที่นายโรแบร์โต อาเซเวโด เลขาธิการองค์การการค้าโลก  ดับเบิลยูทีโอ  กล่าวแสดงความวิตกกังวลอย่างยิ่งต่อท่าทีของรัฐบาลทรัมป์ในเรื่องนี้ ว่าจะเป็นการจุดชนวนสงครามการค้าระดับโลกอย่างแท้จริง ซึ่งเป็นสิ่งที่ไม่มีฝ่ายใดต้องการให้เกิดขึ้น และขอให้ผู้นำสหรัฐทบทวนการตัดสินใจในเรื่องดังกล่าวอีกครั้งWatch Heres when Donald Trump announced that the US will impose tariffs of 25% on steel imports and 10% on aluminiumRe more at httpstcobptw3NOfs7 pictwittercomZlnGaE4DtS— Financial Times @FinancialTimes March 2 2018Watch Heres how the Canian tre minister reacted to Donald Trumps announcement that US tariffs would imposed on steel and aluminium importsRe more httpstcoX6N8mnMbBS pictwittercomSTEQYciRwE— Financial Times @FinancialTimes March 3 2018อย่างไรก็ตาม ผู้นำสหรัฐยังคงแสดงความมั่นใจต่อมาตรการขึ้นภาษีเหล็กและอลูมิเนียมในครั้งนี้ โดยกล่าวว่า สงครามการค้าเป็นเรื่องที่ดีและง่ายดายที่จะชนะ และการที่อเมริกากำลังขาดดุลการค้ามากถึง 800000 ล้านดอลลาร์สหรัฐในปัจจุบัน  ราว 251 ล้านล้านบาท  ส่งผลให้เขาไม่มีทางเลือก และ จะไม่มีประเทศใดได้รับการยกเว้น หลังแคนาดาและเม็กซิโกซึ่งอยู่ระหว่างการเจรจา ทบทวน ความตกลงการค้าเสรีอเมริกาเหนือ  นาฟตา  กับสหรัฐ ยังคงแสดงความหวังว่าจะได้รับการยกเว้นภาษีในส่วนนี้ เพื่อการรักษาสถานะความร่วมมือการค้าไตรภาคีเอาไว้ต่อไป แม้ผู้สันทัดกรณีมองว่า การตั้งกำแพงภาษีเหล็กและอลูมิเนียมของสหรัฐครั้งนี้จะทำให้ข้อตกลงนาฟตาต้องขาดสะบั้นในที่สุด                                                                  5'
487,'สำนักข่าวต่างประเทศรายงานจากกรุงเคียฟ ประเทศยูเครน เมื่อวันที่ 3 มีค ว่ากระทรวงพลังงานของยูเครนออกแถลงการณ์เมื่อวันศุกร์ ขอความร่วมมือให้สถาบันการศึกษาตั้งแต่โรงเรียนอนุบาลไปจนถึงมหาวิทยาลัย ระงับการเรียนการสอนเป็นการชั่วคราว และขอให้บริษัทเอกชนปรับเปลี่ยนพฤติกรรมการใช้พลังงานในช่วงฤดูหนาว อาทิ การปิดสวติช์เครื่องใช้ไฟฟ้าที่ไม่จำเป็น เพื่อการประหยัดพลังงานภายในประเทศRussias energy chief puzzled by Stockholm courts decision on GazpromNaftogaz dispute httpstcohCOx0gIGDH pictwittercomMYGmHAYgXE— TASS @tassagency_en March 2 2018นายอเล็กซี มิลเลอร์ และประธานาธิบดีวลาดิเมียร์ ปูตินแถลงการณ์ดังกล่าวของรัฐบาลเคียฟมีขึ้นหลังนายอเล็กซี มิลเลอร์ ประธานคณะเจ้าหน้าที่บริหาร  ซีอีโอ  ของก๊าซพรอม ผู้ผลิตและจำหน่ายก๊าซธรรมชาติรายใหญ่ที่สุดของโลกจากรัสเซีย ประกาศยกเลิกการส่งก๊าซให้กับยูเครนตามข้อตกลงครั้งล่าสุด และคืนเงินทั้งหมดที่รัฐบาลเคียฟชำระล่วงหน้าสำหรับการซื้อพลังงานในช่วงเวลาดังกล่าว โดยซีอีโอของก๊าซพรอมให้เหตุผลเพียงว่า ข้อตกลงฉบับใหม่ ยังไม่สมบูรณ์ และจะอุทธรณ์ต่ออนุญาโตตุลาการในกรุงสตอกโฮล์มอีกครั้ง เพื่อให้มีการทบทวนคำตัดสินเมื่อปีที่แล้ว ที่เป็นการกำหนดอัตราราคาใหม่สำหรับการซื้อพลังงานต่อหน่วยระหว่างก๊าซพรอมกับยูเครน และการไม่รับรองการที่รัสเซียผนวกรวมภูมิภาคไครเมีย ทางตอนใต้ของยูเครน เมื่อปี 2557Today #Gazprom has lowered entry pressure in our Gas Transport System by almost 20% below the contract one Such tricks will not pass Weve just initiated early warning mechanism in energy sector according to the Association Agreement and trilateral UkraineEURussia format— Pavlo Klimkin @PavloKlimkin March 1 2018ขณะที่นาฟโตก๊าซซึ่งเป็นรัฐวิสาหกิจด้านพลังงานของยูเครนเผยด้วยว่า ไม่เพียงแต่ก๊าซพรอมจะระงับการส่งก๊าซผ่านท่อตามข้อตกลงใหม่แล้ว ยังลดแรงดันของการส่งก๊าซในปัจจุบันลง 20% และลดปริมาณการขายก๊าซให้กับผู้ประกอบการเอกชนในยูเครนด้วย อย่างไรก็ตาม เบื้องต้นนาฟโตก๊าซได้หันไปซื้อพลังงานจากบริษัทของโปแลนด์แทน ด้านสหรัฐเรียกร้องก๊าซพรอมกลับมาส่งก๊าซให้กับยูเครนตามเดิมGas supply and transit must never be a political weapon We expect #Gazprom to supply gas to #Ukraines transit pipeline per Stockholm Arbitration decision #Russia should prove it is a reliable gas supplier— Heather Nauert @statedeptspox March 2 2018แม้สถานการณ์ครั้งนี้ไม่ใช่ครั้งแรกที่ก๊าซพรอมระงับส่งก๊าซให้กับยูเครน โดยเคยเกิดขึ้นมาแล้วเมื่อปี 2549 ระหว่างปลายปี 2551 ถึงต้นปี 2552 และปี 2557 แต่ความขัดแย้งทุกครั้งมักเกิดขึ้นในช่วงฤดูหนาว และไม่เพียงแต่ส่งผลกระทบเฉพาะในยูเครนเท่านั้น แต่ประเทศส่วนใหญ่ในยุโรปซึ่งรับก๊าซต่อจากยูเครนประสบความเดือดร้อนกันถ้วนหน้า โดยเฉพาะอย่างยิ่งที่สภาาพอากาศในช่วงฤดูหนาวปีนี้กำลังแปรปรวนอย่างหนัก                                                                    5'
488,'สำนักข่าวต่างประเทศรายงานจากนครนิวยอร์ก ประเทศสหรัฐอเมริกา เมื่อวันที่ 2 มีค ว่าทางการรัฐนิวยอร์กออกประกาศเตือนประชาชนซึ่งอาศัยอยู่ในพื้นที่ของนครนิวยอร์กและลองไอแลนด์ ให้เพิ่มความระมัดระวังกระแสลมกระโชกแรงที่อาจรุนแรงกว่า 100 กิโลเมตรต่อชั่วโมง และพายุฝนฟ้าคะนองรุนแรงที่อาจส่งผลให้เกิดน้ำท่วมฉับพลัน ด้านองค์การขนส่งมวลชนแห่งชาติหรือ แอมแทร็ก ประกาศระงับให้บริการเส้นทางสายตะวันออกเฉียงเหนือทั้งหมด เพื่อความปลอดภัย และทางการกรุงวอชิงตันสั่งปิดโรงเรียนเป็นการชั่วคราวเมื่อวันศุกร์ด้วยTow truck pushes a car out of floodwaters in Long Beach New York A storm surge of one to two feet flooded the streets of the coastal Long Island town httpstcoveTh3x2BlK pictwittercom1l2s2wiccg— ABC News @ABC March 2 2018ทั้งนี้ สำนักงานอุตุนิยมวิทยาแห่งชาติสหรัฐ  เอ็นดับเบิลยูเอส  ออกประกาศเตือนภัยสภาพอากาศเลวร้าย ที่รวมถึงพายุหิมะ ฝนตกหนักและน้ำท่วมฉับพลันตั้งแต่รัฐนิวเจอร์ซีย์ลงมาจนถึงรัฐแมสซาชูเซตส์ โดยพายุลูกดังกล่าวที่เอ็นดับเบิลยูเอสขนานนามว่า ไรลีย์ อาจส่งผลให้พื้นที่บางส่วนทางเหนือและตะวันตกของรัฐนิวยอร์กอาจมีประมาณหิมะตกสะสมสูงกว่า 30 เซนติเมตร ซึ่งทัศนวิสัยที่เลวร้ายมีแนวโน้มส่งผลกระทบต่อการให้บริการเที่ยวบินพาณิชย์Heres a look from from satellite of the #noreaster churning off the East Coast There have bee several reports of motorists becoming stranded as they attempt to drive through flooded coastal rowaysRemember TURN AROUND DONT DROWN httpstcoTyS77CIAW7 pictwittercomM9cfWsAWG5— NWS @NWS March 2 2018Dulles Airport has now reported gusts over 50 mph for over 12 hours straight This is a rare occurrence— NWS DCBaltimore @NWS_BaltWash March 2 2018ขณะที่อิทธิพลของสภาพอากาศแปรปรวนในภูมิภาคทางเหนือและตะวันออกของสหรัฐในครั้งนี้ เป็นเหตุให้มีผู้เสียชีวิตแล้ว 5 คน แบ่งเป็น 2 คนในรัฐเวอร์จิเนีย 1 คนในรัฐนิวยอร์ก 1 คนในรัฐโรดไอแลนด์ และอีก 1 คนในรัฐแมริแลนด์                                                                   5'
